tipo_inmueble,titulo,precio_mxn,recamaras,banos,m2,colonia,ubicacion,publicado_reciente,url
Casa,Casa Bonita Recién Remodelada En Zona De Lindavista,6900000,2,2,173,Corumbá 300 - 600,"Corumbá 300 - 600, Valle Del Tepeyac, Ciudad De México, Valle Del Tepeyac, Gustavo A. Madero, Distrito Federal",True,https://casa.mercadolibre.com.mx/MLM-2952545245-casa-bonita-recien-remodelada-en-zona-de-lindavista-_JM
Casa,,4200000,4,3,323,Ignacio Zaragoza,"Ignacio Zaragoza, Pueblo De San Juan De Aragón, Ciudad De México, San Juan De Aragón, Gustavo A. Madero, Distrito Federal",False,https://casa.mercadolibre.com.mx/MLM-4535016290-casa-en-venta-en-san-juan-de-aragon-_JM
Casa,,3800000,5,3,300,San Juan De Aragón IV Sección,"San Juan De Aragón IV Sección, Gustavo A. Madero, Distrito Federal",False,https://casa.mercadolibre.com.mx/MLM-5357496606-casa-san-juan-de-aragon-gustavo-a-madero-_JM
Departamento,,1450000,2,1,56,Otro Sin Referencia 30,"Otro Sin Referencia 30, DM Nacional, José María Morelos Y Pavón II, Gustavo A. Madero, 07450 Ciudad De México, CDMX, Mexico, DM Nacional, Gustavo A. Madero, Distrito Federal",False,https://departamento.mercadolibre.com.mx/MLM-5366186000-departamento-en-venta-dm-nacional-_JM
Departamento,,1990000,2,1,50,Vallejo,"Vallejo, Gustavo A. Madero, Distrito Federal",False,https://departamento.mercadolibre.com.mx/MLM-5246081432-departamentos-en-ventaentrega-inmediata-vallejo-gam-cdmx-_JM
Local Comercial,Local  Comercial A Media Cuadra  De Av. Principal,1698000,,1,68,7 De Noviembre,"7 De Noviembre, Gustavo A. Madero, Distrito Federal",False,https://inmueble.mercadolibre.com.mx/MLM-2237352649-local-comercial-a-media-cuadra-de-av-principal-_JM
Casa,,8800000,3,4,225,Pujato SN,"Pujato SN, Lindavista Norte, Gustavo A. Madero, Distrito Federal",False,https://casa.mercadolibre.com.mx/MLM-4608642760-casa-en-venta-en-lindavista-norte-_JM
Casa,,9000000,4,4,337,Salaverry 899,"Salaverry 899, Lindavista Nte., Ciudad De México, Colonia Lindavista Norte, Gustavo A. Madero, Distrito Federal",False,https://casa.mercadolibre.com.mx/MLM-4754146260-casa-en-venta-en-lindavista-_JM
Departamento,,1754000,3,1,60,Martín Carrera,"Martín Carrera, Mexico City, Martín Carrera, Gustavo A. Madero, Distrito Federal",False,https://departamento.mercadolibre.com.mx/MLM-5194306838-departamento-en-venta-en-martin-carrera-a-calles-de-parque-tepeyac-_JM
Departamento,Hermoso Departamento Saliendo De Metro Potrero Cm,1500000,2,1,61,Insurgentes Nte. 1190,"Insurgentes Nte. 1190, Capultitlan, Ciudad De México, Capultitlán, Gustavo A. Madero, Distrito Federal",False,https://departamento.mercadolibre.com.mx/MLM-2935099989-hermoso-departamento-saliendo-de-metro-potrero-cm-_JM
Casa,,7700000,3,2,240,Valle Del Tepeyac,"Valle Del Tepeyac, Gustavo A. Madero, Distrito Federal",False,https://casa.mercadolibre.com.mx/MLM-2894400845-valle-del-tepeyac-amplia-casa-en-venta-_JM
Departamento,"Departamento En  Venta En Insurgentes Norte, Magdalena De Las Salinas",5477700,2,2,75,Insurgentes Norte 1346,"Insurgentes Norte 1346, Magdalena De Las Salinas, Gustavo A. Madero, Distrito Federal",False,https://departamento.mercadolibre.com.mx/MLM-4647496996-departamento-en-venta-en-insurgentes-norte-magdalena-de-las-salinas-_JM
Bodega,Bodega Comercial En Esquina Ideal Para Desarrollo Habitacional O Comercial,15300000,,,558,PONIENTE 106 203,"PONIENTE 106 203, Guadalupe Victoria, Gustavo A. Madero, Distrito Federal",False,https://inmueble.mercadolibre.com.mx/MLM-2797880485-bodega-comercial-en-esquina-ideal-para-desarrollo-habitacional-o-comercial-_JM
Departamento,,4753500,2,2,75,Insurgentes Norte Al 1346,"Insurgentes Norte Al 1346, Magdalena De Las Salinas, Gustavo A. Madero, Distrito Federal",False,https://departamento.mercadolibre.com.mx/MLM-4972125892-departamento-en-venta-en-lindavista-_JM
Departamento,"Departamento En  Venta En Insurgentes Norte, Magdalena De Las Salinas",4819700,2,2,75,Insurgentes Norte 1346,"Insurgentes Norte 1346, Magdalena De Las Salinas, Gustavo A. Madero, Distrito Federal",False,https://departamento.mercadolibre.com.mx/MLM-4653873378-departamento-en-venta-en-insurgentes-norte-magdalena-de-las-salinas-_JM
Casa,,6200000,5,2,180,Eten 546,"Eten 546, Valle Del Tepeyac, Gustavo A. Madero, 7500 - 7800 Ciudad De México, CDMX, Mexico, Valle Del Tepeyac, Gustavo A. Madero, Distrito Federal",False,https://casa.mercadolibre.com.mx/MLM-2938419211-casa-en-venta-valle-del-tepeyac-casa-amplia-separada-en-dos-ideal-para-acondicionar-_JM
Casa,Vive Con Tranquilidad En La Alc. Gam Solo Recursos Propios,2350000,3,2,119,C.T.M. El Risco,"C.T.M. El Risco, Gustavo A. Madero, Distrito Federal",False,https://casa.mercadolibre.com.mx/MLM-5139312170-vive-con-tranquilidad-en-la-alc-gam-solo-recursos-propios-_JM
Departamento,,1790000,2,1,60,Calz. San Juan De Aragón 439,"Calz. San Juan De Aragón 439, DM Nacional, Granjas Modernas, Ciudad De México, DM Nacional, Gustavo A. Madero, Distrito Federal",False,https://departamento.mercadolibre.com.mx/MLM-2720804853-departamento-en-venta-en-rinconada-san-gabriel-_JM
Casa,Se Vende Casa En San Juan De Aragón Vi Sección,3600000,3,1,126,C. 1545 69,"C. 1545 69, San Juan De Aragón VI Secc, Ciudad De México, San Juan De Aragón 6a Secc., Gustavo A. Madero, Distrito Federal",False,https://casa.mercadolibre.com.mx/MLM-2911222437-se-vende-casa-en-san-juan-de-aragon-vi-seccion-_JM
Casa,"Acueducto De Guadalupe Te Espera. Casa Iluminada, Con Espacios Perfectos Para Ti",6590000,4,4,336,Acueducto De Guadalupe,"Acueducto De Guadalupe, Mexico City, Residencial Acueducto De Guadalupe, Gustavo A. Madero, Distrito Federal",False,https://casa.mercadolibre.com.mx/MLM-2416575509-acueducto-de-guadalupe-te-espera-casa-iluminada-con-espacios-perfectos-para-ti-_JM
Casa,,14900000,3,2,380,Torres Lindavista,"Torres Lindavista, Gustavo A. Madero, Distrito Federal",False,https://casa.mercadolibre.com.mx/MLM-5204850300-casa-en-venta-torres-lindavista-_JM
Casa,Venta De Casa En San Juan De Aragón 3a Sección,5990000,8,5,370,Av. 611 133,"Av. 611 133, San Juan De Aragón III Secc, Ciudad De México, San Juan De Aragón 3a Secc., Gustavo A. Madero, Distrito Federal",False,https://casa.mercadolibre.com.mx/MLM-5153750422-venta-de-casa-en-san-juan-de-aragon-3a-seccion-_JM
Casa,,14900000,2,3,600,Porto Alegre SN,"Porto Alegre SN, Torres Lindavista, Gustavo A. Madero, Distrito Federal",False,https://casa.mercadolibre.com.mx/MLM-4660104768-casa-en-venta-en-torres-lindavista-_JM
Departamento,,2031100,2,1,50,Av. Luis De La Rosa 16,"Av. Luis De La Rosa 16, Constitución De La República, Gustavo A. Madero, Distrito Federal",False,https://departamento.mercadolibre.com.mx/MLM-4794700462-departamento-en-venta-en-constitucion-de-la-republica-_JM
Terreno,"Venta De Bodega En San Felipe De Jesús, G.a.m.",3980000,,,200,Antigua Veracruz MZ36 LT4,"Antigua Veracruz MZ36 LT4, San Felipe De Jesús, Ciudad De México, San Felipe De Jesús, Gustavo A. Madero, Distrito Federal",False,https://terreno.mercadolibre.com.mx/MLM-2746103329-venta-de-bodega-en-san-felipe-de-jesus-gam-_JM
Departamento,,2432700,3,1,77,Calz. San Juan De Aragón 533,"Calz. San Juan De Aragón 533, Fovissste Aragón, Ciudad De México, Aragón Fovissste, Gustavo A. Madero, Distrito Federal",False,https://departamento.mercadolibre.com.mx/MLM-4841682898-departamento-en-venta-en-pueblo-san-juan-de-aragon-_JM
Departamento,,2040000,2,1,50,Pueblo De Santiago Atzacoalco,"Pueblo De Santiago Atzacoalco, Mexico City, Pueblo Santiago Atzacoalco, Gustavo A. Madero, Distrito Federal",False,https://departamento.mercadolibre.com.mx/MLM-2878189405-departamento-nuevo-en-venta-a-5-minutos-de-patio-martin-carrera-_JM
Casa,,6500000,4,4,320,AV 527 133,"AV 527 133, San Juan De Aragón I Sección, Gustavo A. Madero, Distrito Federal",False,https://casa.mercadolibre.com.mx/MLM-5300454034--casa-en-venta-amplios-espacios-para-tu-familia-_JM
Edificio,,22500000,,,840,Lindavista Vallejo III Sección,"Lindavista Vallejo III Sección, Gustavo A. Madero, Distrito Federal",False,https://inmueble.mercadolibre.com.mx/MLM-2501069371-edificio-en-venta-en-vallejo-g-a-madero-_JM
Departamento,,3964953,2,2,71,San Juan De Aragón I Sección,"San Juan De Aragón I Sección, Gustavo A. Madero, Distrito Federal",False,https://departamento.mercadolibre.com.mx/MLM-5034811546-rio-consulado-departamentos-en-preventa-san-juan-de-aragon-gustavo-a-madero-_JM
Bodega,,4200000,,,439,Zona Escolar,"Zona Escolar, Gustavo A. Madero, Distrito Federal",False,https://inmueble.mercadolibre.com.mx/MLM-5262386462-bodega-en-venta-suelo-comercial-alcaldia-gam-cod-bgv283-_JM
Departamento,,3575613,2,1,65,San Juan De Aragón I Sección,"San Juan De Aragón I Sección, Gustavo A. Madero, Distrito Federal",False,https://departamento.mercadolibre.com.mx/MLM-2800675923-preventa-departamento-en-venta-en-san-juan-de-aragon-gustavo-a-madero-_JM
Departamento,Departamento Nuevo Al Norte De La Cdmx,2350000,2,1,50,Sin Calle,"Sin Calle, Bondojito, Gustavo A. Madero, Distrito Federal",False,https://departamento.mercadolibre.com.mx/MLM-5071770954-departamento-nuevo-al-norte-de-la-cdmx-_JM
Edificio,,5290000,,4,294,Juan Sebastián Bach 191,"Juan Sebastián Bach 191, Vallejo, Gustavo A. Madero, 07870 Ciudad De México, CDMX, Mexico, Arboledas, Gustavo A. Madero, Distrito Federal",False,https://inmueble.mercadolibre.com.mx/MLM-2574002683-edificio-para-inversion-de-3-niveles-en-vallejo-ciudad-de-mexico-_JM
Departamento,,3030440,2,1,77,Santa Isabel Tola,"Santa Isabel Tola, Gustavo A. Madero, Distrito Federal",False,https://departamento.mercadolibre.com.mx/MLM-5209618408-departamento-en-venta-av-acueducto-de-guadalupe-511-santa-isabel-tola-_JM
Edificio,,11000000,,2,400,Av Huasteca 176,"Av Huasteca 176, Industrial, Ciudad De México, Industrial, Gustavo A. Madero, Distrito Federal",False,https://inmueble.mercadolibre.com.mx/MLM-2880655703-edificio-en-venta-con-uso-de-suelo-mixto-industrial-gustavo-a-madero-_JM
Departamento,,2040000,2,1,49,Av Centenario 1966,"Av Centenario 1966, Santiago Atzacoalco, Gustavo A. Madero, Distrito Federal",False,https://departamento.mercadolibre.com.mx/MLM-5078580412-hermoso-departamento-con-gran-ubicacion-en-gustavo-a-madero-_JM
Departamento,"Departamento En  Venta En Insurgentes Norte, Magdalena De Las Salinas",4732300,2,2,75,Insurgentes Norte 1346,"Insurgentes Norte 1346, Magdalena De Las Salinas, Gustavo A. Madero, Distrito Federal",False,https://departamento.mercadolibre.com.mx/MLM-4685574422-departamento-en-venta-en-insurgentes-norte-magdalena-de-las-salinas-_JM
Terreno,"Venta Terreno, Av. Ticomán, Lindavista, Excelente Ubicación",12500000,,,330,Calz. Ticomán 206,"Calz. Ticomán 206, Lindavista, Ciudad De México, Colonia Lindavista Norte, Gustavo A. Madero, Distrito Federal",False,https://terreno.mercadolibre.com.mx/MLM-5310051702-venta-terreno-av-ticoman-lindavista-excelente-ubicacion-_JM
Departamento,Departamento En Planta Baja Frente A Cablebus La Patera,1620000,2,1,52,Virginia Fábregas 167,"Virginia Fábregas 167, Arbolillo II, Gustavo A. Madero, 07239 Ciudad De México, CDMX, Mexico, Jorge Negrete, Gustavo A. Madero, Distrito Federal",False,https://departamento.mercadolibre.com.mx/MLM-2907197885-departamento-en-planta-baja-frente-a-cablebus-la-patera-_JM
Edificio,"Col. Lindavista, Ticomán Y Riobamba, Edificio Productos",12500000,,8,594,Calz. Ticomán 206,"Calz. Ticomán 206, Lindavista, Ciudad De México, Colonia Lindavista Norte, Gustavo A. Madero, Distrito Federal",False,https://inmueble.mercadolibre.com.mx/MLM-5325794684-col-lindavista-ticoman-y-riobamba-edificio-productos-_JM
Departamento,,1748000,2,1,60,Cam. San Juan Ixtacala 59,"Cam. San Juan Ixtacala 59, Santa Rosa, Ciudad De México, Santa Rosa, Gustavo A. Madero, Distrito Federal",False,https://departamento.mercadolibre.com.mx/MLM-5198751306-departamento-en-venta-en-joyas-vallejo-_JM
Otro Inmueble,"En Lindavista, Sobre Av Ticomán, Magnifica Propiedad.",12500000,,,594,Calz. Ticomán 206,"Calz. Ticomán 206, Lindavista, Ciudad De México, Colonia Lindavista Norte, Gustavo A. Madero, Distrito Federal",False,https://inmueble.mercadolibre.com.mx/MLM-5330998682-en-lindavista-sobre-av-ticoman-magnifica-propiedad-_JM
Departamento,Departamento En Santiago Atzacoalco,2040000,2,1,49,Cuauhtémoc 11 11,"Cuauhtémoc 11 11, Santiago Atzacoalco, Gustavo A. Madero, Distrito Federal",False,https://departamento.mercadolibre.com.mx/MLM-5352893432-departamento-en-santiago-atzacoalco-_JM
Departamento,,2593500,2,2,58,Schumann 117,"Schumann 117, Depto 502, Vallejo,  Gustavo A. Madero 07870, Cdmx, Vallejo, Gustavo A. Madero, Distrito Federal",False,https://departamento.mercadolibre.com.mx/MLM-2924134929-departamento-en-venta-colonia-vallejo-2-rec-1-bano-1-estacionamiento-_JM
Departamento,,2200000,3,1,65,Juan De Dios Bátiz I,"Juan De Dios Bátiz I, Mexico City, Juan De Dios Batiz, Gustavo A. Madero, Distrito Federal",False,https://departamento.mercadolibre.com.mx/MLM-5041467624-departamento-en-venta-unidad-batiz-_JM
Departamento,,2040000,2,1,49,Santiago Atzacoalco,"Santiago Atzacoalco, Gustavo A. Madero, Distrito Federal",False,https://departamento.mercadolibre.com.mx/MLM-2930117803-departamento-en-venta-en-santiago-atzacoalco-gustavo-a-madero-_JM
Departamento,,5120000,3,2,90,Lindavista Nte.,"Lindavista Nte., Mexico City, Colonia Lindavista Norte, Gustavo A. Madero, Distrito Federal",False,https://departamento.mercadolibre.com.mx/MLM-4619825880-departamento-en-venta-en-lindavista-norte-_JM
Departamento,Departamento En Planta Baja,1390000,2,1,45,Av Cuautepec 1650,"Av Cuautepec 1650, Jorge Negrete, Ciudad De México, Jorge Negrete, Gustavo A. Madero, Distrito Federal",False,https://departamento.mercadolibre.com.mx/MLM-5058323500-departamento-en-planta-baja-_JM
Terreno,,16500000,,,491,Insurgentes Norte Esq. Godart,"Insurgentes Norte Esq. Godart, Gustavo A. Madero, Distrito Federal",False,https://terreno.mercadolibre.com.mx/MLM-4783822774-terreno-en-venta-para-desarrollar-insurgentes-norte-gam-_JM
Departamento,,1650000,2,1,57,Calz. San Juan De Aragón 439,"Calz. San Juan De Aragón 439, DM Nacional, Granjas Modernas, Ciudad De México, DM Nacional, Gustavo A. Madero, Distrito Federal",False,https://departamento.mercadolibre.com.mx/MLM-2720767905-departamento-en-venta-en-calzada-san-juan-de-aragon-_JM
Departamento,,1945000,3,1,69,And. Paseo El Arbolillo 43,"And. Paseo El Arbolillo 43, Unidad Habitacional, México Izapa, Gustavo A. Madero, 07239 Ciudad De México, CDMX, Mexico, El Arbolillo, Gustavo A. Madero, Distrito Federal",False,https://departamento.mercadolibre.com.mx/MLM-4830889242-departamento-en-venta-en-el-arbolillo-_JM
Departamento,,3000000,2,2,54,Condominio Grand Insurgentes,"Condominio Grand Insurgentes, Av. Insurgentes Nte. 1260, Capultitlan, Ciudad De México, Capultitlán, Gustavo A. Madero, Distrito Federal",False,https://departamento.mercadolibre.com.mx/MLM-4154563176-departamento-en-venta-cerca-de-metro-potrero-_JM
Departamento,,2750000,2,2,84,Margarita Maza De Juárez 1045,"Margarita Maza De Juárez 1045, Nueva Industrial Vallejo, Ciudad De México, Nueva Industrial Vallejo, Gustavo A. Madero, Distrito Federal",False,https://departamento.mercadolibre.com.mx/MLM-2720500639-bonito-departamento-en-venta-col-nueva-industrial-vallejo-_JM
Casa,,9000000,,7,437,Abasolo 76,"Abasolo 76, Villa Gustavo A. Madero, Gustavo A. Madero, 07050 Ciudad De México, CDMX, Mexico, Aragón La Villa, Gustavo A. Madero, Distrito Federal",False,https://casa.mercadolibre.com.mx/MLM-5327576038-casa-uso-suelo-mixto-comercial-en-pb-y-habitacional-en-pa-linea-telefonica-servicios-agualuza-una-calle-delegacion-gustavo-a-madero-plaza-mariana-a-espaldas-centro-escolar-morelos-y-metrobus-esq-_JM
Departamento,,1526500,2,1,60,Gustavo A. Madero,"Gustavo A. Madero, Mexico City, Vasco De Quiroga, Gustavo A. Madero, Distrito Federal",False,https://departamento.mercadolibre.com.mx/MLM-5376884728-departamento-en-venta-en-vasco-de-quiroga-se-acepta-credito-infonavit-bancario-y-efectivo-_JM
Terreno,,3300000,,,200,Av. 1-A 14,"Av. 1-A 14, San José De La Escalera, Gustavo A. Madero, 07630 Ciudad De México, CDMX, Mexico, San José De La Escalera, Gustavo A. Madero, Distrito Federal",False,https://terreno.mercadolibre.com.mx/MLM-4032452446-terreno-en-venta-para-4-viviendas-_JM
Terreno,Terreno A Una Cuadra De Circuito Interior Y Metro Aragón,2900000,,,129,Calle Pesetas 39,"Calle Pesetas 39, Héroes De Cerro Prieto, Gustavo A. Madero, Distrito Federal",False,https://terreno.mercadolibre.com.mx/MLM-4991546210-terreno-a-una-cuadra-de-circuito-interior-y-metro-aragon-_JM
Departamento,,2780000,1,1,38,Alberto Herrera,"Alberto Herrera, Aragón, La Villa 75, Aragón La Villa, Gustavo A. Madero, Distrito Federal",False,https://departamento.mercadolibre.com.mx/MLM-5327034894-pre-venta-en-aragon-la-villa-cdmx-1-hab-1-bano-_JM
Casa,,6100000,3,1,206,Oriente 101,"Oriente 101, Gertrudis Sánchez III Secc, Ciudad De México, Gertrudis Sánchez 2a Secc., Gustavo A. Madero, Distrito Federal",False,https://casa.mercadolibre.com.mx/MLM-4672107100-casa-en-venta-en-gertrudis-sanchez-_JM
Local Comercial,,4900000,,,150,Santa Isabel Tola,"Santa Isabel Tola, Gustavo A. Madero, Distrito Federal",False,https://inmueble.mercadolibre.com.mx/MLM-2536684353-local-en-venta-colonia-santa-isabel-tola-_JM
Casa,"Venta De Casa En La Padera, G.a.m.",4750000,7,5,291,Av. De Los Pinos 171,"Av. De Los Pinos 171, Amp La Providencia, Ciudad De México, La Pradera, Gustavo A. Madero, Distrito Federal",False,https://casa.mercadolibre.com.mx/MLM-4977826180-venta-de-casa-en-la-padera-gam-_JM
Edificio,,6850000,,,512,Guadalupe Tepeyac,"Guadalupe Tepeyac, Gustavo A. Madero, Distrito Federal",False,https://inmueble.mercadolibre.com.mx/MLM-2864676625-terreno-con-proyecto-arquitectonico-ubicado-en-la-ciudad-de-mexico-_JM
Terreno,,6500000,,,160,Guadalupe Tepeyac,"Guadalupe Tepeyac, Gustavo A. Madero, Distrito Federal",False,https://terreno.mercadolibre.com.mx/MLM-5186947708-terreno-con-proyecto-arquitectonico-ubicado-en-la-ciudad-de-mexico-_JM
Terreno,,6200000,,,160,Guadalupe Tepeyac,"Guadalupe Tepeyac, Gustavo A. Madero, Distrito Federal",False,https://terreno.mercadolibre.com.mx/MLM-5186929376-terreno-con-proyecto-arquitectonico-ubicado-en-la-ciudad-de-mexico-_JM
Terreno,,6200000,,,160,Guadalupe Tepeyac,"Guadalupe Tepeyac, Gustavo A. Madero, Distrito Federal",False,https://terreno.mercadolibre.com.mx/MLM-2916702137-terreno-con-proyecto-arquitectonico-ubicado-en-la-ciudad-de-mexico-_JM
Terreno,,6200000,,,160,Guadalupe Tepeyac,"Guadalupe Tepeyac, Gustavo A. Madero, Distrito Federal",False,https://terreno.mercadolibre.com.mx/MLM-5186926672-terreno-con-proyecto-arquitectonico-ubicado-en-la-ciudad-de-mexico-_JM
Bodega,Se Vende Nave Industrial,23000000,,4,879,Lindavista,"Lindavista, Mexico City, Capultitlán, Gustavo A. Madero, Distrito Federal",True,https://inmueble.mercadolibre.com.mx/MLM-5390365548-se-vende-nave-industrial-_JM
Casa,,3150000,3,1,134,Solidaridad Nacional,"Solidaridad Nacional, Gustavo A. Madero, Distrito Federal",False,https://casa.mercadolibre.com.mx/MLM-5246059374-casa-en-venta-solidaridad-nacional-gam-cdmx-no-se-aceptan-creditos-_JM
Casa,,6990000,3,2,199,Lindavista Norte,"Lindavista Norte, Gustavo A. Madero, Distrito Federal",False,https://casa.mercadolibre.com.mx/MLM-2865310047-casa-en-venta-en-lindavista-_JM
Terreno,,2500000,,,122,Av. 483 1 - 300,"Av. 483 1 - 300, San Juan De Aragón VII Secc, Ciudad De México, San Juan De Aragón 7a Secc., Gustavo A. Madero, Distrito Federal",False,https://terreno.mercadolibre.com.mx/MLM-2783046743-terreno-en-venta-av-483-col-san-juan-de-aragon-vii-seccion-gam-cdmx-_JM
