SKU,Titulo,Renta_MXN,Area_m2,Recamaras,Banos,Estacionamientos,Ubicacion,Alcaldia,Pagina_Origen,URL
RENTOLA-83,departamento de 2 habitaciones de 60 m² en Ciudad de México,15200,253,2,0,1,"Calle Licenciado Francisco Benítez, Colonia Progreso, 01080 Mexico City, Mexico",Colonia Progreso,29,https://rentola.mx/listings/departamento-en-renta-calle-licenciado-francisco-benitez-105-113-progreso-tizapan-alvaro-obregon-ciudad-de-mexico-01080-mex-pe86a83
RENTOLA-5,departamento de 2 habitaciones de 61 m² en Ciudad de México,12000,197,2,0,0,"Sur 111, Aeronáutica Militar, 15980 Mexico City, Mexico",Aeronáutica Militar,29,https://rentola.mx/listings/departamento-en-renta-colonia-jardin-balbuena-venustiano-carranza-pdb42a5
RENTOLA-863131,departamento de 2 habitaciones de 76 m² en Ciudad de México,26000,342,2,0,0,"Sports World, Calle Lago Alberto 369, Polanco, 11320 Mexico City, Mexico",Polanco,29,https://rentola.mx/listings/departamento-de-2-recamaras-1-bano-en-vitant-polanco-pe5ecfd
RENTOLA-48,casa de 1 habitación de 22 m² en Ciudad de México,7000,318,1,0,1,"Calle Cuitláhuac, Colonia Isidro Fabela Sección Cantil, 14039 Mexico City, Mexico",Tláhuac,29,https://rentola.mx/listings/casa-en-renta-por-habitaciones-ideal-para-doctores-foraneos-p139e48
RENTOLA-3,departamento de 1 habitación de 22 m² en Ciudad de México,7000,318,1,0,0,"Avenida México-Contreras, San Jerónimo Aculco-Lídice, 10200 Mexico City, Mexico",San Jerónimo Aculco-Lídice,29,https://rentola.mx/listings/departamento-en-renta-san-jeronimo-lidice-la-magdalena-contreras-pad81b3
RENTOLA-7,1 habitación de 17m² en Ciudad de México,5300,312,1,0,0,"Calle Miravalle 319, Colonia Albert, 03560 Mexico City, Mexico",Colonia Albert,29,https://rentola.mx/listings/gym-ludoteca-y-roof-garden-pfcaad7
RENTOLA-182752,departamento de 1 habitación de 80 m² en Ciudad de México,12000,150,1,0,1,"Cerrada Bellota, Colonia Lomas de Belvedere, 14250 Mexico City, CMX, Mexico",14250 Mexico City,29,https://rentola.mx/listings/departamento-en-renta-en-tlalpan-pinanona-pb6c02f
RENTOLA-315121,departamento de 2 habitaciones de 56 m² en Ciudad de México,11000,196,2,0,1,"Calle Sur 77, Colonia Sinatel, 09470 Mexico City, Mexico",Colonia Sinatel,29,https://rentola.mx/listings/departamento-en-renta-sur-77-240-sinatel-ciudad-de-mexico-cdmx-mexico-p49248f
RENTOLA-707222,departamento de 2 habitaciones de 165 m² en Ciudad de México,63000,382,2,0,1,"Calle Tenancingo 15 A, Condesa, 06140 Mexico City, Mexico",Condesa,29,https://rentola.mx/listings/departamento-en-renta-calle-tenancingo-7-43-condesa-cuauhtemoc-ciudad-de-mexico-06140-mex-p3ae42d
RENTOLA-25,Viviendas en renta en Ciudad de México,0,0,0,0,0,N/A,CDMX,30,https://rentola.mx/renta?location=ciudad-de-mexico&property_types=room&property_types=house&property_types=apartment&property_types=studio&page=25
RENTOLA-24,¡Ups!,0,0,0,0,0,N/A,CDMX,30,https://rentola.mx/en/for-rent?location=mexico-city&property_types=room&property_types=house&property_types=apartment&property_types=studio&page=24
RENTOLA-5,departamento de 2 habitaciones de 61 m² en Ciudad de México,14500,238,2,0,1,"Calle Paseo de las Magnolias, Colonia Paseos de Taxqueña, 04250 Mexico City, Mexico",Colonia Paseos de Taxqueña,30,https://rentola.mx/listings/departamento-col-paseos-de-taxquena-pf072b5
RENTOLA-255,departamento de 2 habitaciones de 91 m² en Ciudad de México,40000,440,2,0,0,"GIA, Calle Aguascalientes 237, Condesa, 06100 Mexico City, Mexico",Condesa,30,https://rentola.mx/listings/departamento-en-renta-calle-aguascalientes-214-234-hipodromo-cuauhtemoc-ciudad-de-mexico-06100-mex-p49c255
RENTOLA-644828,departamento de 1 habitación de 25 m² en Ciudad de México,7000,280,1,0,0,"Prolongación Repúblicas, Santa Cruz Atoyac, 03310 Mexico City, CMX, Mexico",03310 Mexico City,30,https://rentola.mx/listings/departamento-col-santa-cruz-atoyac-pb136aa
RENTOLA-638,1 habitación de 9m² en Ciudad de México,5000,556,1,0,1,"Heroica Escuela Naval Militar 608, Unidad Habitacional San Francisco Culhuacán, 04470 Mexico City, CMX, Mexico",04470 Mexico City,30,https://rentola.mx/listings/renta-de-habitacion-nueva-todo-incluido-pd0a638
RENTOLA-5,casa de 2 habitaciones de 168 m² en Ciudad de México,29990,179,2,0,0,"unnamed road, Lomas de Vista Hermosa, 05249 Mexico City, Mexico",Lomas de Vista Hermosa,30,https://rentola.mx/listings/casa-en-condominio-en-renta-granjas-navidad-cuajimalpa-de-morelos-p4c13c5
RENTOLA-450502,departamento de 2 habitaciones de 81 m² en Ciudad de México,14250,176,2,0,1,"Calle Inglaterra 113, Coyoacán, 04040 Mexico City, CMX, Mexico",Coyoacán,30,https://rentola.mx/listings/departamento-col-parque-san-andres-pdabfef
RENTOLA-2477,departamento de 2 habitaciones de 88 m² en Ciudad de México,19200,218,2,0,1,"Dulcería Laposse, Avenida México-Coyoacán 375, Colonia Xoco, 03330 Mexico City, CMX, Mexico",Coyoacán,30,https://rentola.mx/listings/departamento-en-renta-en-colonia-xoco-alcaldia-benito-juarez-cdmx-pef2477
RENTOLA-6,departamento de 1 habitación de 13 m² en Ciudad de México,4500,346,1,0,1,"Calle Edgar Allan Poe 64, Polanco, 11540 Mexico City, Mexico",Polanco,30,https://rentola.mx/listings/polanco-edgar-allan-poe-departamento-en-renta-p63edb6
RENTOLA-07,departamento de 1 habitación de 26 m² en Ciudad de México,10000,385,1,0,1,"Calzada General Ignacio Zaragoza, Colonia Agua caliente, 08160 Mexico City, Mexico",Colonia Agua caliente,30,https://rentola.mx/listings/departamento-en-renta-pe5fc07
RENTOLA-29,1 habitación de 14m² en Ciudad de México,4500,321,1,0,0,"Calle Itzcoatl, Colonia San Pablo Tepetlapa, 04620 Mexico City, Mexico",Colonia San Pablo Tepetlapa,30,https://rentola.mx/listings/renta-de-recamara-para-mujer-pc07c29
RENTOLA-415716,departamento de 2 habitaciones de 60 m² en Ciudad de México,16000,267,2,0,1,"Calle Monrovia, Colonia Portales Sur, 03300 Mexico City, CMX, Mexico",03300 Mexico City,30,https://rentola.mx/listings/departamento-col-portales-sur-pee15dd
RENTOLA-911,departamento de 2 habitaciones de 78 m² en Ciudad de México,27000,346,2,0,1,"Calle Laguna de Términos, Polanco, 11320 Mexico City, Mexico",Polanco,30,https://rentola.mx/listings/departamento-en-renta-calzada-general-mariano-escobedo-194-anahuac-mariano-escobedo-miguel-hidalgo-ciudad-de-mexico-11520-m-p8ee911
RENTOLA-558754,departamento de 2 habitaciones de 65 m² en Ciudad de México,15500,238,2,0,1,"Calle Callot, Colonia Santa María Nonoalco, 01420 Mexico City, Mexico",Colonia Santa María Nonoalco,30,https://rentola.mx/listings/departamento-col-santa-maria-nonoalco-p93b51a
RENTOLA-482635,casa de 3 habitaciones de 250 m² en Ciudad de México,38500,154,3,0,1,"Coyoacán, Mexico City, Mexico",Coyoacán,30,https://rentola.mx/listings/magnifica-casa-en-condominio-con-amenidades-pccf5fa
RENTOLA-869152,departamento de 2 habitaciones de 160 m² en Ciudad de México,6000,38,2,0,0,"Calle Lope de Vega, Colonia Bosques de Chapultepec, 11560 Mexico City, Mexico",Colonia Bosques de Chapultepec,30,https://rentola.mx/listings/renta-de-departamento-amueblado-en-campos-eliseos-p078d2e
RENTOLA-577976,departamento de 3 habitaciones de 80 m² en Ciudad de México,9000,113,3,0,1,"Calle Molino, Colonia Ex Hacienda San Nicolás Tolentino, 09960 Mexico City, CMX, Mexico",09960 Mexico City,30,https://rentola.mx/listings/departamento-col-el-molino-tezonco-pd1377d
RENTOLA-3,casa de 1 habitación de 42 m² en Ciudad de México,7000,167,1,0,0,"Calle La Morena 305, Benito Juárez, 03000 Mexico City, Mexico",Benito Juárez,30,https://rentola.mx/listings/casa-en-renta-narvarte-poniente-benito-juarez-cdmx-pa67ac3
RENTOLA-549896,departamento de 1 habitación de 35 m² en Ciudad de México,22000,629,1,0,0,"Avenida Chapultepec, Condesa, 06700 Mexico City, Mexico",Condesa,30,https://rentola.mx/listings/departamento-en-renta-avenida-chapultepec-442-roma-norte-cuauhtemoc-ciudad-de-mexico-06700-mex-p8edb6b
RENTOLA-6,departamento de 2 habitaciones de 42 m² en Ciudad de México,13500,321,2,0,1,"Calzada San Isidro Tecpatl 610, Colonia San Bartolo, 02720 Mexico City, Mexico",Colonia San Bartolo,31,https://rentola.mx/listings/departamento-renta-priva-san-isidro-azcapotzalco-san-pedro-xalpa-cdmx-p91ceb6
RENTOLA-7,departamento de 3 habitaciones de 160 m² en Ciudad de México,63000,394,3,0,1,"Calle Iglesia 270, San Ángel, 01090 Mexico City, Mexico",San Ángel,31,https://rentola.mx/listings/departamento-en-renta-calle-iglesia-270-tizapan-san-angel-loreto-y-campamento-01090-ciudad-de-mexico-cdmx-mexico-p3811d7
RENTOLA-716916,casa de 4 habitaciones de 350 m² en Ciudad de México,20000,57,4,0,1,"Camino Viejo a San Francisco, Colonia Guadalupe, 16840 Mexico City, Mexico",Colonia Guadalupe,31,https://rentola.mx/listings/casa-en-condominio-en-renta-camino-viejo-a-san-francisco-7903-san-francisco-tlalnepantla-ciudad-de-mexico-cdmx-mexico-p716916
RENTOLA-26,Viviendas en renta en Ciudad de México,0,0,0,0,0,N/A,CDMX,31,https://rentola.mx/renta?location=ciudad-de-mexico&property_types=room&property_types=house&property_types=apartment&property_types=studio&page=26
RENTOLA-25,¡Ups!,0,0,0,0,0,N/A,CDMX,31,https://rentola.mx/en/for-rent?location=mexico-city&property_types=room&property_types=house&property_types=apartment&property_types=studio&page=25
RENTOLA-262638,departamento de 1 habitación de 84 m² en Ciudad de México,27000,321,1,0,0,"Escuela Secundaria Técnica No. 5 ""Rafael Dondé"", Calle Lago Alberto 431, Polanco, 11320 Mexico City, CMX, Mexico",Polanco,31,https://rentola.mx/listings/loft-amueblado-en-renta-b-grand-polanco-amenidades-de-lujo-p262638
RENTOLA-1,departamento de 1 habitación de 40 m² en Ciudad de México,7500,188,1,0,1,"Calle Estefanía Castañeda, San Jerónimo Aculco-Lídice, 10100 Mexico City, Mexico",San Jerónimo Aculco-Lídice,31,https://rentola.mx/listings/departamento-en-renta-san-jeronimo-lidice-la-magdalena-contreras-p8ef2c1
RENTOLA-9,1 habitación de 33m² en Ciudad de México,9500,288,1,0,0,"Calle Frontera, San Ángel, 01000 Mexico City, CMX, Mexico",01000 Mexico City,31,https://rentola.mx/listings/casa-luna-3-p7c67d9
RENTOLA-123619,departamento de 2 habitaciones de 57 m² en Ciudad de México,14000,246,2,0,0,"Calle José F. Gutiérrez 154, Ángel Zimbrón, 02099 Mexico City, Mexico",Ángel Zimbrón,31,https://rentola.mx/listings/departamento-col-angel-zimbron-p6934bc
RENTOLA-5,1 habitación de 24m² en Ciudad de México,8000,333,1,0,0,"Calle Atlixco 108, Condesa, 06170 Mexico City, CMX, Mexico",Condesa,31,https://rentola.mx/listings/rento-habitacion-amueblada-p5dd2c5
RENTOLA-7,departamento de 4 habitaciones de 100 m² en Ciudad de México,17000,170,4,0,1,"City Express, Boulevard Puerto Aéreo, Santa Cruz Aviación, 15540 Mexico City, CMX, Mexico",15540 Mexico City,31,https://rentola.mx/listings/departamento-col-moctezuma-2a-seccion-pc4d3e7
RENTOLA-72,departamento de 1 habitación de 35 m² en Ciudad de México,15500,443,1,0,0,"Calle Tetla, Polanco, 11040 Mexico City, CMX, Mexico",Polanco,31,https://rentola.mx/listings/departamento-amueblado-p5a3c72
RENTOLA-956050,departamento de 2 habitaciones de 53 m² en Ciudad de México,12900,243,2,0,1,"Calle Faisán, Colonia Granjas Modernas, 07460 Mexico City, CMX, Mexico",07460 Mexico City,31,https://rentola.mx/listings/departamento-en-renta-en-granjas-modernas-gustavo-a-madero-cdmex-p91ef4d
RENTOLA-795776,1 habitación de 13m² en Ciudad de México,6700,515,1,0,0,"Avenida Lázaro Cárdenas, Narvarte, 03440 Mexico City, CMX, Mexico",03440 Mexico City,31,https://rentola.mx/listings/recamara-alta-con-escritorio-y-closet-p56e79b
RENTOLA-90,1 habitación de 17m² en Ciudad de México,5500,324,1,0,0,"LUNA ""Benita Galeana"", Avenida Gabriel Ramos Millán 95, Colonia Américas Unidas, 03610 Mexico City, Mexico",Colonia Américas Unidas,31,https://rentola.mx/listings/cuarto-amueblado-moderno-metro-nativitas-p4fdc90
RENTOLA-91,departamento de 2 habitaciones de 45 m² en Ciudad de México,14500,322,2,0,0,"Calle Felipe Carrillo Puerto 410, Polanco, 11440 Mexico City, Mexico",Polanco,31,https://rentola.mx/listings/departamento-en-renta-anahuac-ii-seccion-miguel-hidalgo-cdmx-p7d8e91
RENTOLA-419205,departamento de 1 habitación de 87 m² en Ciudad de México,27500,316,1,0,1,"Avenida Alpes, Lomas de Chapultepec, 11000 Mexico City, Mexico",Lomas de Chapultepec,31,https://rentola.mx/listings/suite-amueblada-av-de-los-alpes-lomas-de-chapultepec-miguel-hidalgo-p30edea
RENTOLA-7,departamento de 1 habitación de 30 m² en Ciudad de México,14000,467,1,0,1,"Calle Giacomo Puccini, Peralvillo, 06220 Mexico City, Mexico",Peralvillo,31,https://rentola.mx/listings/loft-amueblado-para-1-o-2-personas-en-col-peralvillo-p5610e7
RENTOLA-30,casa de 3 habitaciones de 200 m² en Ciudad de México,13500,68,3,0,0,"unnamed road, Colonia Ampliación Emiliano Zapata, 09638 Mexico City, Mexico",Colonia Ampliación Emiliano Zapata,31,https://rentola.mx/listings/casa-en-renta-ampliacion-emiliano-zapata-iztapalapa-ciudad-de-mexico-mex-p9dbf30
RENTOLA-8,departamento de 2 habitaciones de 90 m² en Ciudad de México,27000,300,2,0,1,"Carretera México - Toluca, Contadero, 05530 Mexico City, Mexico",Contadero,31,https://rentola.mx/listings/departamento-en-renta-carretera-mexico-toluca-5860-5860-el-contadero-cuajimalpa-de-morelos-ciudad-de-mexico-05500-mex-pc44eb8
RENTOLA-1984,departamento de 3 habitaciones de 106 m² en Ciudad de México,42000,396,3,0,1,"Avenida México-Coyoacán, Colonia Xoco, 03330 Mexico City, Mexico",Coyoacán,32,https://rentola.mx/listings/departamento-amueblado-en-renta-en-city-towers-park-grand-p3d1984
RENTOLA-785143,departamento de 2 habitaciones de 104 m² en Ciudad de México,30000,288,2,0,1,"Multiforo Cultural Alicia, Calle Eligio Ancona 145, Santa María la Ribera, 06400 Mexico City, CMX, Mexico",06400 Mexico City,32,https://rentola.mx/listings/depto-en-impulso-de-dos-alcobas-p6c720f
RENTOLA-06,departamento de 2 habitaciones de 120 m² en Ciudad de México,12000,100,2,0,1,"Calle Monte de las Cruces, Las Maromas, 05410 Mexico City, Mexico",Las Maromas,32,https://rentola.mx/listings/departamento-en-renta-av-monte-de-las-cruces-461-cruz-blanca-san-lorenzo-acopilco-cdmx-mexico-p254b06
RENTOLA-27,Viviendas en renta en Ciudad de México,0,0,0,0,0,N/A,CDMX,32,https://rentola.mx/renta?location=ciudad-de-mexico&property_types=room&property_types=house&property_types=apartment&property_types=studio&page=27
RENTOLA-26,¡Ups!,0,0,0,0,0,N/A,CDMX,32,https://rentola.mx/en/for-rent?location=mexico-city&property_types=room&property_types=house&property_types=apartment&property_types=studio&page=26
RENTOLA-456402,departamento de 2 habitaciones de 45 m² en Ciudad de México,10500,233,2,0,1,"Calle Fundidora de Monterrey, Colonia Peñón de los Baños, 15520 Mexico City, Mexico",Colonia Peñón de los Baños,32,https://rentola.mx/listings/departamento-en-renta-calle-fundidora-monterrey-29-penon-de-los-banos-venustiano-carranza-ciudad-de-mexico-15520-mex-p3baeaf
RENTOLA-33,casa de 2 habitaciones de 167 m² en Ciudad de México,29000,174,2,0,1,"Calle Magnolia 205, Colonia San Jerónimo Aculco, 10400 Mexico City, Mexico",Colonia San Jerónimo Aculco,32,https://rentola.mx/listings/casa-en-renta-calle-magnolia-260-san-jeronimo-lidice-la-magdalena-contreras-ciudad-de-mexico-10200-mex-p346f33
RENTOLA-517,departamento de 3 habitaciones de 80 m² en Ciudad de México,12000,150,3,0,1,"Cerrada Bellota, Colonia Lomas de Belvedere, 14250 Mexico City, CMX, Mexico",14250 Mexico City,32,https://rentola.mx/listings/departamento-en-renta-en-tlalpan-pinanona-p8ed517
RENTOLA-7472,departamento de 2 habitaciones de 65 m² en Ciudad de México,16000,246,2,0,1,"Calle 19, Colonia San Pedro de los Pinos, 03800 Mexico City, Mexico",Colonia San Pedro de los Pinos,32,https://rentola.mx/listings/departamento-col-san-pedro-de-los-pinos-p2a7472
RENTOLA-40,departamento de 1 habitación de 15 m² en Ciudad de México,5000,333,1,0,0,"Calle Salaverry, San Pedro Zacatenco, 07369 Mexico City, CMX, Mexico",07369 Mexico City,32,https://rentola.mx/listings/habitacion-en-pb-en-renta-en-san-pedro-zacatenco-pc63c40
RENTOLA-6,1 habitación de 32m² en Ciudad de México,16500,516,1,0,1,"Calle Lago Neuchatel, Polanco, 11529 Mexico City, CMX, Mexico",Polanco,32,https://rentola.mx/listings/busco-roomie-p-renta-de-recamara-amueblada-en-residencial-grand-tower-polanco-pe192f6
RENTOLA-285738,departamento de 1 habitación de 65 m² en Ciudad de México,12700,195,1,0,1,"Calle Akil, Colonia Héroes de Padierna, 14200 Mexico City, Mexico",Colonia Héroes de Padierna,32,https://rentola.mx/listings/rento-depto-heroes-de-padierna-akil-tlalpan-p285738
RENTOLA-77,departamento de 3 habitaciones de 65 m² en Ciudad de México,12000,185,3,0,0,"Avenida El Fortín, Colonia Narciso Mendoza Súper Manzana 3 Villa Coapa, 14390 Mexico City, Mexico",Colonia Narciso Mendoza Súper Manzana 3 Villa Coapa,32,https://rentola.mx/listings/departamento-en-renta-colonia-villa-coapa-tlalpan-ciudad-de-mexico-p469b77
RENTOLA-7,1 habitación de 14m² en Ciudad de México,4500,321,1,0,0,"Calle Belisario Domínguez 165, Coyoacán, 04100 Mexico City, CMX, Mexico",Coyoacán,32,https://rentola.mx/listings/cuarto-entre-el-centro-de-coyoacan-y-los-viveros-pbbebf7
RENTOLA-81,1 habitación de 42m² en Ciudad de México,6470,154,1,0,0,"Calzada de los Misterios, Colonia Guadalupe Tepeyac, 07870 Mexico City, Mexico",Colonia Guadalupe Tepeyac,32,https://rentola.mx/listings/single-room-in-coliving-p66ce81
RENTOLA-955247,departamento de 1 habitación de 50 m² en Ciudad de México,14500,290,1,0,1,"Cerrada 1er Retorno, Lomas de Chamizal, 05129 Mexico City, Mexico",Lomas de Chamizal,32,https://rentola.mx/listings/excelente-departamento-en-secretaria-de-marina-p2122eb
RENTOLA-4,departamento de 1 habitación de 24 m² en Ciudad de México,7300,304,1,0,0,"Calle José Balbuena Vera, Coapa, 04830 Mexico City, CMX, Mexico",04830 Mexico City,32,https://rentola.mx/listings/en-renta-linda-mini-loft-en-miramontes-pad9ea4
RENTOLA-2,casa de 3 habitaciones de 310 m² en Ciudad de México,71000,229,3,0,1,"Calle Minerva 151, San Ángel, 01030 Mexico City, Mexico",San Ángel,32,https://rentola.mx/listings/casa-en-renta-florida-alvaro-obregon-cdmx-pc853a2
RENTOLA-129051,departamento de 2 habitaciones de 67 m² en Ciudad de México,16000,239,2,0,1,"Calzada Candelaria 58, Unidad Habitacional Rosedal, 04330 Mexico City, Mexico",Unidad Habitacional Rosedal,32,https://rentola.mx/listings/departamento-en-renta-los-reyes-coyoacan-cdmx-pb2c25b
RENTOLA-834193,departamento de 2 habitaciones de 47 m² en Ciudad de México,11000,234,2,0,1,"Calle Pablo L. Sidar, Moctezuma 2ª. Sección, 15400 Mexico City, Mexico",Moctezuma 2ª. Sección,32,https://rentola.mx/listings/departamento-en-renta-en-oceania-moctezuma-aeropuerto-p4be9af
RENTOLA-820360,1 habitación de 13m² en Ciudad de México,4500,346,1,0,0,"El Mundo Feliz de los Bukis, Calle Augusto Ingres 120, Colonia Nonoalco, 03700 Mexico City, CMX, Mexico",03700 Mexico City,33,https://rentola.mx/listings/rento-habitacion-super-ubicada-pe92b9b
RENTOLA-84,departamento de 2 habitaciones de 44 m² en Ciudad de México,7500,170,2,0,0,"Calle Maravilla, Colonia Los Ángeles, 09830 Mexico City, CMX, Mexico",09830 Mexico City,33,https://rentola.mx/listings/departamento-col-los-angeles-pcfce84
RENTOLA-780023,departamento de 3 habitaciones de 172 m² en Ciudad de México,65000,378,3,0,1,"Paseo de los Arquitectos, Santa Fe Cuajimalpa, 04349 Mexico City, Mexico",Cuajimalpa,33,https://rentola.mx/listings/departamento-en-renta-organic-babies-world-santa-fe-cuajimalpa-cuajimalpa-de-morelos-ciudad-de-mexico-05348-mex-pc9c8aa
RENTOLA-129060,departamento de 1 habitación de 76 m² en Ciudad de México,24500,322,1,0,0,"Sports World, Calle Lago Alberto 369, Polanco, 11320 Mexico City, Mexico",Polanco,33,https://rentola.mx/listings/departamento-en-renta-vitant-polanco-by-be-grand-lago-alberto-369-anahuac-i-seccion-ciudad-de-mexico-cdmx-mexico-p26f29d
RENTOLA-817136,departamento de 1 habitación de 60 m² en Ciudad de México,25000,417,1,0,1,"Calle Lago Alberto, Polanco, 11460 Mexico City, Mexico",Polanco,33,https://rentola.mx/listings/departamento-en-renta-lago-alberto-320-granada-ciudad-de-mexico-cdmx-mexico-p77e4bc
RENTOLA-417023,departamento de 2 habitaciones de 90 m² en Ciudad de México,35000,389,2,0,1,"Integra Soluciones, Calle Hamburgo 290, Condesa, 06600 Mexico City, Mexico",Condesa,33,https://rentola.mx/listings/departamento-en-renta-calle-hamburgo-290-juarez-cuauhtemoc-ciudad-de-mexico-06600-mex-p417023
RENTOLA-28,Viviendas en renta en Ciudad de México,0,0,0,0,0,N/A,CDMX,33,https://rentola.mx/renta?location=ciudad-de-mexico&property_types=room&property_types=house&property_types=apartment&property_types=studio&page=28
RENTOLA-27,¡Ups!,0,0,0,0,0,N/A,CDMX,33,https://rentola.mx/en/for-rent?location=mexico-city&property_types=room&property_types=house&property_types=apartment&property_types=studio&page=27
RENTOLA-8,departamento de 1 habitación de 21 m² en Ciudad de México,6500,310,1,0,0,"Viaducto Miguel Alemán, Escandón 2ª Sección, 11800 Mexico City, Mexico",Escandón 2ª Sección,33,https://rentola.mx/listings/departamento-en-renta-escandon-ii-seccion-miguel-hidalgo-cdmx-p2e65b8
RENTOLA-711,departamento de 1 habitación de 70 m² en Ciudad de México,9850,141,1,0,0,"Avenida Tláhuac, Colonia Santa Ana Sur, 13360 Mexico City, CMX, Mexico",Tláhuac,33,https://rentola.mx/listings/departamento-col-santa-ana-poniente-pa2a711
RENTOLA-7,departamento de 5 habitaciones de 680 m² en Ciudad de México,15000,22,5,0,0,"Calle Rubén Darío, Polanco, 11580 Mexico City, CMX, Mexico",Polanco,33,https://rentola.mx/listings/glamoroso-departamento-en-ruben-dario-p7850e7
RENTOLA-713,casa de 3 habitaciones de 150 m² en Ciudad de México,25000,167,3,0,0,"Retorno 813, Colonia El Centinela, 04450 Mexico City, Mexico",Colonia El Centinela,33,https://rentola.mx/listings/casa-en-condominio-col-educacion-pbce713
RENTOLA-0,departamento de 3 habitaciones de 323 m² en Ciudad de México,75000,232,3,0,0,"Calle Edgar Allan Poe, Polanco, 11540 Mexico City, CMX, Mexico",Polanco,33,https://rentola.mx/listings/vta-moderno-garden-en-polanco-pa0eba0
RENTOLA-220116,departamento de 1 habitación de 40 m² en Ciudad de México,5800,145,1,0,0,"Calle Oaxaca, Colonia Chalma de Guadalupe, 07210 Mexico City, Mexico",Colonia Chalma de Guadalupe,33,https://rentola.mx/listings/departamento-en-renta-loma-la-palma-gustavo-a-madero-p106a8c
RENTOLA-61,casa de 2 habitaciones de 64 m² en Ciudad de México,20000,313,2,0,0,"Calle Madrid 108, Coyoacán, 04110 Mexico City, Mexico",Coyoacán,33,https://rentola.mx/listings/casa-en-renta-colonia-del-carmen-coyoacan-cdmx-pe07b61
RENTOLA-742,departamento de 2 habitaciones de 85 m² en Ciudad de México,15000,176,2,0,1,"Avenida Municipio Libre 154, Colonia Portales Norte, 03303 Mexico City, Mexico",Colonia Portales Norte,33,https://rentola.mx/listings/departamento-en-renta-portales-norte-benito-juarez-cdmx-p1bc742
RENTOLA-269,departamento de 1 habitación de 45 m² en Ciudad de México,12000,267,1,0,0,"Calle Cumbres de Maltrata, Narvarte, 03023 Mexico City, Mexico",Narvarte,33,https://rentola.mx/listings/departamento-en-renta-cumbres-de-maltrata-263-narvarte-poniente-ciudad-de-mexico-cdmx-mexico-p16b269
RENTOLA-9,casa de 4 habitaciones de 260 m² en Ciudad de México,25000,96,4,0,1,"Calle de los Farallones, Colonia Guadalupe Proletaria, 07670 Mexico City, Mexico",Colonia Guadalupe Proletaria,33,https://rentola.mx/listings/casa-col-acueducto-de-guadalupe-pbab2c9
RENTOLA-212659,departamento de 1 habitación de 8 m² en Ciudad de México,5000,625,1,0,0,"Calle Lauro Aguirre, Agricultura, 11360 Mexico City, CMX, Mexico",11360 Mexico City,33,https://rentola.mx/listings/departamento-col-agricultura-p57996a
RENTOLA-04,departamento de 1 habitación de 50 m² en Ciudad de México,8000,160,1,0,0,"Calle Sisal, Colonia Sector 17, 14100 Mexico City, CMX, Mexico",14100 Mexico City,33,https://rentola.mx/listings/departamento-col-pedregal-de-san-nicolas-1a-seccion-p2f1f04
RENTOLA-26828,1 habitación de 18m² en Ciudad de México,9000,500,1,0,0,"Calle Culiacán 29, Condesa, 06100 Mexico City, Mexico",Condesa,34,https://rentola.mx/listings/rento-cuarto-sin-amueblar-en-hipodromo-condesa-pa26828
RENTOLA-911957,departamento de 2 habitaciones de 130 m² en Ciudad de México,41500,319,2,0,1,"Calle Alejandro Dumas, Polanco, 11550 Mexico City, Mexico",Polanco,34,https://rentola.mx/listings/departamento-en-renta-polanco-iv-seccion-polanco-p948a6f
RENTOLA-75,departamento de 2 habitaciones de 100 m² en Ciudad de México,26000,260,2,0,1,"Calle Sierra Santa Rosa 62, Lomas de Chapultepec, 11010 Mexico City, Mexico",Lomas de Chapultepec,34,https://rentola.mx/listings/departamento-en-renta-calle-sierra-santa-rosa-71-79-reforma-social-miguel-hidalgo-ciudad-de-mexico-11650-mex-p568e75
RENTOLA-135810,departamento de 4 habitaciones de 171 m² en Ciudad de México,40000,234,4,0,1,"Calle Pitágoras 936, Colonia Narvarte Poniente, 03020 Mexico City, Mexico",Colonia Narvarte Poniente,34,https://rentola.mx/listings/departamento-en-renta-narvarte-poniente-benito-juarez-cdmx-pddadaf
RENTOLA-753854,departamento de 2 habitaciones de 200 m² en Ciudad de México,65000,325,2,0,1,"Calle Monte Blanco, Lomas de Chapultepec, 11000 Mexico City, Mexico",Lomas de Chapultepec,34,https://rentola.mx/listings/divino-departamento-en-renta-lomas-de-chapultepec-p90076c
RENTOLA-649448,departamento de 3 habitaciones de 65 m² en Ciudad de México,15000,231,3,0,1,"Calle Oriente 237, Colonia Agua caliente, 08500 Mexico City, CMX, Mexico",08500 Mexico City,34,https://rentola.mx/listings/departamento-col-agricola-oriental-pd62f0c
RENTOLA-9541,departamento de 2 habitaciones de 28 m² en Ciudad de México,9000,321,2,0,0,"Calle Durazno, San Jerónimo Aculco-Lídice, 10010 Mexico City, CMX, Mexico",10010 Mexico City,34,https://rentola.mx/listings/departamento-en-renta-san-jeronimo-lidice-la-magdalena-contreras-p9c9541
RENTOLA-452871,departamento de 3 habitaciones de 114 m² en Ciudad de México,12900,113,3,0,1,"Andador 6, Colonia Estanzuela, 07060 Mexico City, CMX, Mexico",07060 Mexico City,34,https://rentola.mx/listings/departamento-en-renta-vasco-de-quiroga-gustavo-a-madero-p452871
